edge_idx,causal_score
788,0.114254884
789,0.1426138
790,0.06286412
791,0.542518
792,0.80202156
793,0.8067872
794,0.7569818
795,0.4378391
796,0.6093133
797,0.6859935
798,0.92180794
799,0.3595984
800,0.56293696
801,0.8846342
802,0.88755375
803,0.7436059
804,0.38229564
805,0.4976995
806,0.11456075
807,0.22747576
808,0.11349982
809,0.1939189
810,0.27851924
811,0.53292525
812,0.25841135
813,0.296019
814,0.17265332
815,0.15793733
816,0.2888258
817,0.31657743
818,0.16271597
819,0.40242118
820,0.4072006
821,0.29243723
822,0.14948748
823,0.14666031
824,0.41804704
825,0.53427976
826,0.42084405
827,0.14935692
828,0.41892326
829,0.40314814
830,0.45683023
831,0.29656997
832,0.22544523
833,0.28029993
834,0.57592344
835,0.27043656
836,0.27741635
837,0.36502537
838,0.6172744
839,0.44098476
840,0.118489504
841,0.2735031
842,0.25347647
843,0.12805642
844,0.4158786
845,0.5160652
846,0.7816848
847,0.2945316
848,0.36625877
849,0.29633254
850,0.2589201
851,0.52178913
852,0.23962487
853,0.40422416
854,0.6114025
855,0.86968905
856,0.6619831
857,0.54779196
858,0.4109339
859,0.97027856
860,1.0
861,0.6439301
862,0.71484095
863,0.8011435
864,0.8254772
865,0.87753266
866,0.4761098
867,0.75700665
868,0.63731
869,0.62306255
870,0.59808576
871,0.24920714
872,0.37551808
873,0.38454196
874,0.51594764
875,0.51662964
876,0.5311515
877,0.34483457
878,0.33459812
879,0.36705938
880,0.67455757
881,0.37218535
882,0.6012206
883,0.43909758
884,0.48773646
885,0.1442196
886,0.19040187
887,0.25935093
888,0.11848516
889,0.38931483
890,0.24499577
891,0.27490783
892,0.17774309
893,0.22935276
894,0.50691766
895,0.24183202
896,0.15854426
897,0.2482631
898,0.16957241
899,0.14511168
900,0.18839042
901,0.7100837
902,1.0
903,0.92578113
904,0.77684164
905,0.8175469
906,1.0
907,0.9274183
908,0.9690145
909,1.0
910,0.7377546
911,0.8022863
912,0.8431203
913,0.85767555
914,0.8044255
915,0.7412389
916,0.09628196
917,0.014914953
918,0.057942536
919,0.068717405
920,0.049354535
921,0.04629083
922,0.06841582
923,0.045506656
924,0.08575312
925,0.05147583
926,0.12113796
927,0.07634124
928,0.051472064
929,0.06577195
930,0.039110012
931,0.3886863
932,0.3706516
933,0.67833924
934,0.36274898
935,0.7465797
936,0.353612
937,0.46739686
938,0.45045087
939,0.4657518
940,0.5133919
941,0.36126414
942,0.59145033
943,0.4387873
944,0.22904122
945,0.48526168
946,0.5436841
947,0.497308
948,0.6129374
949,0.4039273
950,0.45470282
951,0.56330603
952,0.49921542
953,0.5796013
954,0.45839772
955,0.314789
956,0.46746245
957,0.3969277
958,0.6033534
959,0.5577514
960,0.43312132
961,0.47820997
962,0.5429224
963,0.52887976
964,0.74195224
965,0.37158865
966,0.29104924
967,0.38835698
968,0.4370361
969,0.41426113
970,0.41265503
971,0.454284
972,0.57004786
973,0.469063
974,0.53163815
975,0.32814363
976,0.31353614
977,0.54909515
978,0.6479344
979,0.11085099
980,0.14408909
981,0.14915359
982,0.1994919
983,0.09648973
984,0.11286793
985,0.08762672
986,0.09775008
987,0.17672929
988,0.16630271
989,0.09705327
990,0.17533357
991,0.14599492
992,0.07421033
993,0.08327785
994,0.18090667
995,0.14008793
996,0.12245366
997,0.10585303
998,0.24402872
999,0.07095126
1000,0.18251169
1001,0.30717736
1002,0.25669336
1003,0.21314858
1004,0.10808986
1005,0.20425871
1006,0.20098916
1007,0.1350283
1008,0.28454107
1009,0.09063503
1010,0.09493139
1011,0.19854751
1012,0.105258994
1013,0.1620929
1014,0.037286952
1015,0.0937953
1016,0.1535774
1017,0.24993886
1018,0.16569488
1019,0.061188243
1020,0.099588156
1021,0.06253468
1022,0.07736136
1023,0.028417498
1024,0.13735676
1025,0.21254723
1026,0.16071405
1027,0.23840943
1028,0.15461957
1029,0.0828354
1030,0.17024
1031,0.06276604
1032,0.104436055
1033,0.19012235
1034,0.12976022
1035,0.09769659
1036,0.09503964
1037,0.111753605
1038,0.10124154
1039,0.109494336
1040,0.32062018
1041,0.58090323
1042,0.2993344
1043,0.567161
1044,0.60089266
1045,0.44817516
1046,0.40233555
1047,0.4981435
1048,1.0
1049,1.0
1050,0.3956245
1051,0.4934788
1052,0.6989939
1053,0.48290396
1054,0.49206463
1055,0.332576
1056,0.26441097
1057,0.48046362
1058,0.5092006
1059,0.4886154
1060,0.44520336
1061,0.84277546
1062,0.26029134
1063,0.5566382
1064,0.38739398
1065,0.5135536
1066,0.46903512
1067,0.34582162
1068,0.39225242
1069,0.3402803
1070,0.9335625
1071,0.8449557
1072,0.8188103
1073,0.722857
1074,1.0
1075,1.0
1076,0.78763586
1077,0.75980127
1078,0.7911201
1079,0.7798592
1080,0.52094084
1081,1.0
1082,0.6202746
1083,1.0
1084,0.70175135
